ONET_SOC_CODE,TASK_ID,TASK,TASK_TYPE,TASK_CLASSIFICATION,TASK_CLASSIFICATION_SCORE
51-9194.00,14408,Brush or wipe acid over engraving to darken or highlight inscriptions.,Supplemental,remote,0.8162100315093994
51-9195.00,23666,Read work orders or examine parts to determine parts or sections of products to be produced.,Core,remote,0.7384058237075806
51-9195.00,23667,"Trim or remove excess material, using scrapers, knives, or band saws.",Core,remote,0.875667929649353
51-9195.00,23668,Brush or spray mold surfaces with parting agents or insert paper into molds to ensure smoothness and prevent sticking or seepage.,Supplemental,remote,0.8546748161315918
51-9195.00,23669,"Engrave or stamp identifying symbols, letters, or numbers on products.",Supplemental,remote,0.6837215423583984
51-9195.00,23670,"Assemble, insert, and adjust wires, tubes, cores, fittings, rods, or patterns into molds, using hand tools and depth gauges.",Supplemental,non-remote,0.7323808073997498
51-9195.00,23671,"Clean, finish, and lubricate molds and mold parts.",Supplemental,remote,0.834422767162323
51-9195.00,23672,Separate models or patterns from molds and examine products for accuracy.,Supplemental,remote,0.812649130821228
51-9195.00,23673,Set the proper operating temperature for each casting.,Supplemental,remote,0.906278133392334
51-9195.00,23674,"Load or stack filled molds in ovens, dryers, or curing boxes, or on storage racks or carts.",Supplemental,remote,0.8659687638282776
51-9195.00,23675,"Align and assemble parts to produce completed products, using gauges and hand tools.",Supplemental,non-remote,0.6347473859786987
51-9195.00,23676,"Operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds.",Supplemental,remote,0.8942957520484924
51-9195.00,23677,Select sizes and types of molds according to instructions.,Supplemental,remote,0.877177357673645
51-9195.00,23678,"Patch broken edges or fractures, using clay or plaster.",Supplemental,remote,0.8041867613792419
51-9195.00,23679,Withdraw cores or other loose mold members after castings solidify.,Supplemental,remote,0.8393133282661438
51-9195.00,23680,"Repair mold defects, such as cracks or broken edges, using patterns, mold boxes, or hand tools.",Supplemental,non-remote,0.6636922359466553
51-9195.00,23681,"Measure and cut products to specified dimensions, using measuring and cutting instruments.",Supplemental,remote,0.8721523880958557
51-9195.00,23682,"Smooth surfaces of molds, using scraping tools or sandpaper.",Supplemental,remote,0.8981116414070129
51-9195.00,23683,"Measure ingredients and mix molding, casting material, or sealing compounds to prescribed consistencies, according to formulas.",Supplemental,remote,0.8353931307792664
51-9195.00,23684,Remove excess materials and level and smooth wet mold mixtures.,Supplemental,remote,0.8547608852386475
51-9195.00,23687,"Verify dimensions of products, using measuring instruments, such as calipers, vernier gauges, or protractors.",Supplemental,remote,0.773205578327179
51-9195.00,23688,"Bore holes or cut grates, risers, or pouring spouts in molds, using power tools.",Supplemental,remote,0.8213090896606445
51-9195.00,23690,Tap or tilt molds to ensure uniform distribution of materials.,Supplemental,remote,0.8933982253074646
51-9195.00,23691,"Construct or form molds for use in casting clay or plaster objects, using plaster, fiberglass, rubber, casting machines, patterns, or flasks.",,remote,0.811261773109436
51-9195.00,23692,"Pour, pack, spread, or press plaster, concrete, or other materials into or around models or molds.",,remote,0.8522894382476807
51-9195.03,12615,"Verify depths and dimensions of cuts or carvings to ensure adherence to specifications, blueprints, or models, using measuring instruments.",Core,remote,0.791225254535675
51-9195.03,12621,Move fingers over surfaces of carvings to ensure smoothness of finish.,Core,remote,0.8856509327888489
51-9195.03,12619,"Shape, trim, or touch up roughed-out designs with appropriate tools to finish carvings.",Core,remote,0.8506816029548645
51-9195.03,12616,"Lay out designs or dimensions from sketches or blueprints on stone surfaces, freehand or by transferring them from tracing paper, using scribes or chalk and measuring instruments.",Core,remote,0.655872642993927
51-9195.03,12624,"Cut, shape, and finish rough blocks of building or monumental stone, according to diagrams or patterns.",Core,remote,0.8599441051483154
51-9195.03,12618,"Drill holes and cut or carve moldings and grooves in stone, according to diagrams and patterns.",Core,remote,0.8391944766044617
51-9195.03,12620,"Select chisels, pneumatic or surfacing tools, or sandblasting nozzles, and determine sequence of use.",Core,remote,0.8987096548080444
51-9195.03,12617,"Study artistic objects or graphic materials, such as models, sketches, or blueprints, to plan carving or cutting techniques.",Supplemental,remote,0.7336699366569519
51-9195.03,12614,"Carve designs or figures in full or bas relief on stone, employing knowledge of stone carving techniques and sense of artistry to produce carvings consistent with designers' plans.",Supplemental,remote,0.6177572011947632
51-9195.03,12622,"Carve rough designs freehand or by chipping along marks on stone, using mallets and chisels or pneumatic tools.",Supplemental,remote,0.7404124140739441
51-9195.03,12623,"Guide nozzles over stone, following stencil outlines, or chip along marks to create designs or to work surfaces down to specified finishes.",Supplemental,remote,0.91367506980896
51-9195.03,12625,"Smooth surfaces of carvings, using rubbing stones.",Supplemental,remote,0.8091506361961365
51-9195.03,12628,"Load sandblasting equipment with abrasives, attach nozzles to hoses, and turn valves to admit compressed air and activate jets.",Supplemental,remote,0.832403302192688
51-9195.03,12629,"Dress stone surfaces, using bushhammers.",Supplemental,remote,0.7674248814582825
51-9195.03,12626,"Remove or add stencils during blasting to create differing cut depths, intricate designs, or rough, pitted finishes.",Supplemental,remote,0.857786238193512
51-9195.03,12627,Copy drawings on rough clay or plaster models.,Supplemental,remote,0.8374937772750854
51-9195.04,12632,"Heat glass to pliable stage, using gas flames or ovens and rotating glass to heat it uniformly.",Core,remote,0.8168060183525085
51-9195.04,12630,"Inspect, weigh, and measure products to verify conformance to specifications, using instruments such as micrometers, calipers, magnifiers, or rulers.",Core,remote,0.8230559825897217
51-9195.04,12631,"Record manufacturing information, such as quantities, sizes, or types of goods produced.",Core,remote,0.8566195964813232
51-9195.04,12646,"Place glass into dies or molds of presses and control presses to form products, such as glassware components or optical blanks.",Supplemental,remote,0.8412760496139526
51-9195.04,12644,Spray or swab molds with oil solutions to prevent adhesion of glass.,Supplemental,remote,0.856788694858551
51-9195.04,12633,"Blow tubing into specified shapes to prevent glass from collapsing, using compressed air or own breath, or blow and rotate gathers in molds or on boards to obtain final shapes.",Supplemental,remote,0.8905198574066162
51-9195.04,12638,Determine types and quantities of glass required to fabricate products.,Supplemental,remote,0.8119304180145264
51-9195.04,12634,"Set up and adjust machine press stroke lengths and pressures and regulate oven temperatures, according to glass types to be processed.",Supplemental,remote,0.9380310773849487
51-9195.04,12635,"Shape, bend, or join sections of glass, using paddles, pressing and flattening hand tools, or cork.",Supplemental,remote,0.8341200947761536
51-9195.04,12647,"Design and create glass objects, using blowpipes and artisans' hand tools and equipment.",Supplemental,non-remote,0.6322057843208313
51-9195.04,12649,"Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.",Supplemental,remote,0.6339418888092041
51-9195.04,12648,Repair broken scrolls by replacing them with new sections of tubing.,Supplemental,remote,0.8082428574562073
51-9195.04,12637,"Develop sketches of glass products into blueprint specifications, applying knowledge of glass technology and glass blowing.",Supplemental,remote,0.7016540169715881
51-9195.04,12640,Superimpose bent tubing on asbestos patterns to ensure accuracy.,Supplemental,remote,0.7909659147262573
51-9195.04,12645,"Cut lengths of tubing to specified sizes, using files or cutting wheels.",Supplemental,remote,0.9338235855102539
51-9195.04,12639,Place rubber hoses on ends of tubing and charge tubing with gas.,Supplemental,remote,0.931826651096344
51-9195.05,21210,Operate gas or electric kilns to fire pottery pieces.,Core,remote,0.8505154848098755
51-9195.05,21211,"Mix and apply glazes to pottery pieces, using tools, such as spray guns.",Core,remote,0.8388266563415527
51-9195.05,15118,"Raise and shape clay into wares, such as vases and pitchers, on revolving wheels, using hands, fingers, and thumbs.",Core,non-remote,0.5122624039649963
51-9195.05,15115,Adjust wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner.,Core,remote,0.9167952537536621
51-9195.05,15117,"Position balls of clay in centers of potters' wheels, and start motors or pump treadles with feet to revolve wheels.",Core,remote,0.759863555431366
51-9195.05,15122,Move pieces from wheels so that they can dry.,Core,remote,0.8916914463043213
51-9195.05,15119,"Prepare work for sale or exhibition, and maintain relationships with retail, pottery, art, and resource networks that can facilitate sale or exhibition of work.",Core,remote,0.5205501317977905
51-9195.05,21212,Attach handles to pottery pieces.,Core,remote,0.8424550294876099
51-9195.05,15114,"Press thumbs into centers of revolving clay to form hollows, and press on the inside and outside of emerging clay cylinders with hands and fingers, gradually raising and shaping clay to desired forms and sizes.",Core,remote,0.9072058796882629
51-9195.05,21213,Pack and ship pottery to stores or galleries for retail sale.,Core,remote,0.8516677021980286
51-9195.05,15120,"Smooth surfaces of finished pieces, using rubber scrapers and wet sponges.",Core,remote,0.8788995742797852
51-9195.05,15123,Pull wires through bases of articles and wheels to separate finished pieces.,Core,remote,0.8431780934333801
51-9195.05,21214,Design spaces to display pottery for sale.,Core,remote,0.6857638359069824
51-9195.05,15127,"Verify accuracy of shapes and sizes of objects, using calipers and templates.",Core,remote,0.8895989060401917
51-9195.05,15124,"Examine finished ware for defects and measure dimensions, using rule and thickness gauge.",Core,remote,0.8413070440292358
51-9195.05,15126,"Maintain supplies of tools, equipment, and materials, and order additional supplies as needed.",Core,remote,0.7897634506225586
51-9195.05,15131,Operate pug mills to blend and extrude clay.,Core,remote,0.7251712083816528
51-9195.05,15125,Perform test-fires of pottery to determine how to achieve specific colors and textures.,Core,remote,0.8569757342338562
51-9195.05,15129,Start machine units and conveyors and observe lights and gauges on panel board to verify operational efficiency.,Supplemental,remote,0.8132007122039795
51-9195.05,15128,Operate drying chambers to dry or finish molded ceramic ware.,Supplemental,remote,0.8757792115211487
51-9195.05,15130,"Adjust pressures, temperatures, and trimming tool settings as required.",Supplemental,remote,0.9543905258178711
51-9195.05,15121,"Design clay forms and molds, and decorations for forms.",Supplemental,remote,0.7713972926139832
51-9195.05,15133,Teach pottery classes.,Supplemental,remote,0.8247978091239929
51-9196.00,12678,"Examine completed work to detect defects and verify conformance to work orders, and adjust machinery as necessary to correct production problems.",Core,remote,0.8347607851028442
51-9196.00,12683,"Observe operation of various machines to detect and correct machine malfunctions such as improper forming, glue flow, or pasteboard tension.",Core,remote,0.7714616060256958
51-9196.00,12679,"Start machines and move controls to regulate tension on pressure rolls, to synchronize speed of machine components, and to adjust temperatures of glue or paraffin.",Core,remote,0.8672385215759277
51-9196.00,12689,"Disassemble machines to maintain, repair, or replace broken or worn parts, using hand or power tools.",Core,remote,0.7148731350898743
51-9196.00,12681,"Install attachments to machines for gluing, folding, printing, or cutting.",Supplemental,remote,0.9328855872154236
51-9196.00,12687,"Cut products to specified dimensions, using hand or power cutters.",Supplemental,remote,0.643389105796814
51-9196.00,12685,"Place rolls of paper or cardboard on machine feed tracks, and thread paper through gluing, coating, and slitting rollers.",Supplemental,remote,0.8011752963066101
51-9196.00,12688,Monitor finished cartons as they drop from forming machines into rotating hoppers and into gravity feed chutes to prevent jamming.,Supplemental,remote,0.9030795693397522
51-9196.00,12680,"Adjust guide assemblies, forming bars, and folding mechanisms according to specifications, using hand tools.",Supplemental,non-remote,0.7908551692962646
51-9196.00,12682,"Measure, space, and set saw blades, cutters, and perforators, according to product specifications.",Supplemental,remote,0.7934464812278748
51-9196.00,12686,"Fill glue and paraffin reservoirs, and position rollers to dispense glue onto paperboard.",Supplemental,remote,0.8489252328872681
51-9196.00,12684,"Stamp products with information such as dates, using hand stamps or automatic stamping devices.",Supplemental,remote,0.6051348447799683
51-9196.00,12690,"Remove finished cores, and stack or place them on conveyors for transfer to other work areas.",Supplemental,remote,0.8918976783752441
51-9196.00,12691,"Lift tote boxes of finished cartons, and dump cartons into feed hoppers.",Supplemental,remote,0.9228336215019226
51-9197.00,14418,Build semi-raw rubber treads onto buffed tire casings to prepare tires for vulcanization in recapping or retreading processes.,Core,remote,0.7921223044395447
51-9197.00,14430,Trim excess rubber and imperfections during retreading processes.,Core,remote,0.8695396184921265
51-9197.00,14425,"Fill cuts and holes in tires, using hot rubber.",Core,remote,0.8256509304046631
51-9197.00,14431,Place tires into molds for new tread.,Supplemental,remote,0.852212131023407
51-9197.00,14423,Fit inner tubes and final layers of rubber onto tires.,Supplemental,remote,0.800225555896759
51-9197.00,21215,Buff tires according to specifications for width and undertread depth.,Supplemental,remote,0.8431263566017151
51-9197.00,14426,"Brush or spray solvents onto plies to ensure adhesion, and repeat process as specified, alternating direction of each ply to strengthen tires.",Supplemental,remote,0.9107877016067505
51-9197.00,14411,Start rollers that bond tread and plies as drums revolve.,Supplemental,remote,0.8680808544158936
51-9197.00,14415,"Align treads with guides, start drums to wind treads onto plies, and slice ends.",Supplemental,remote,0.8850090503692627
51-9197.00,14413,"Inspect worn tires for faults, cracks, cuts, and nail holes, and to determine if tires are suitable for retreading.",Supplemental,remote,0.8398882746696472
51-9197.00,14428,Measure tires to determine mold size requirements.,Supplemental,remote,0.8324885964393616
51-9197.00,14427,"Roll hand rollers over rebuilt casings, exerting pressure to ensure adhesion between camelbacks and casings.",Supplemental,remote,0.8964377045631409
51-9197.00,14417,"Position ply stitcher rollers and drums according to width of stock, using hand tools and gauges.",Supplemental,non-remote,0.5475574731826782
51-9197.00,14414,"Cut plies at splice points, and press ends together to form continuous bands.",Supplemental,remote,0.8941711187362671
51-9197.00,14410,"Depress pedals to rotate drums, and wind specified numbers of plies around drums to form tire bodies.",Supplemental,remote,0.8844004273414612
51-9197.00,14422,Clean and paint completed tires.,Supplemental,remote,0.8607646822929382
51-9197.00,14424,Rub cement sticks on drum edges to provide adhesive surfaces for plies.,Supplemental,remote,0.8857786059379578
51-9197.00,14429,Depress pedals to collapse drums after processing is complete.,Supplemental,remote,0.9165909290313721
51-9197.00,14419,Wind chafers and breakers onto plies.,Supplemental,remote,0.6531423330307007
51-9197.00,14420,"Pull plies from supply racks, and align plies with edges of drums.",Supplemental,remote,0.7090117931365967
51-9198.00,12699,"Load and unload items from machines, conveyors, and conveyances.",Core,remote,0.9107905626296997
51-9198.00,12693,"Operate machinery used in the production process, or assist machine operators.",Core,remote,0.816920280456543
51-9198.00,12706,"Place products in equipment or on work surfaces for further processing, inspecting, or wrapping.",Core,remote,0.8057891130447388
51-9198.00,12694,Examine products to verify conformance to quality standards.,Core,remote,0.8246663212776184
51-9198.00,12703,Start machines or equipment to begin production processes.,Core,remote,0.9057685732841492
51-9198.00,12695,"Observe equipment operations so that malfunctions can be detected, and notify operators of any malfunctions.",Core,remote,0.7883622646331787
51-9198.00,12707,"Remove products, machine attachments, or waste material from machines.",Core,remote,0.8614600896835327
51-9198.00,12696,"Lift raw materials, finished products, and packed items, manually or using hoists.",Core,non-remote,0.8293920755386353
51-9198.00,12710,"Transfer finished products, raw materials, tools, or equipment between storage and work areas of plants and warehouses, by hand or using hand trucks or powered lift trucks.",Core,non-remote,0.8412459492683411
51-9198.00,12708,Pack and store materials and products.,Core,remote,0.771070659160614
51-9198.00,12700,"Help production workers by performing duties of lesser skill, such as supplying or holding materials or tools, or cleaning work areas and equipment.",Core,remote,0.8319346904754639
51-9198.00,12697,Count finished products to determine if product orders are complete.,Supplemental,remote,0.8797309994697571
51-9198.00,12713,"Measure amounts of products, lengths of extruded articles, or weights of filled containers to ensure conformance to specifications.",Supplemental,remote,0.8391945362091064
51-9198.00,12704,"Separate products according to weight, grade, size, or composition of materials used to produce them.",Supplemental,remote,0.8493309617042542
51-9198.00,12705,"Turn valves to regulate flow of liquids or air, to reverse machines, to start pumps, or to regulate equipment.",Supplemental,remote,0.8951007723808289
51-9198.00,12698,Mark or tag identification on parts.,Supplemental,remote,0.8143221735954285
51-9198.00,12716,Mix ingredients according to specified procedures or formulas.,Supplemental,remote,0.858842134475708
51-9198.00,12709,"Tie products in bundles for further processing or shipment, following prescribed procedures.",Supplemental,remote,0.8108935952186584
51-9198.00,12702,"Record information, such as the number of products tested, meter readings, or dates and times of product production.",Supplemental,remote,0.8016343116760254
51-9198.00,12715,"Read gauges or charts, and record data obtained.",Supplemental,remote,0.8196386694908142
51-9198.00,12720,"Unclamp and hoist full reels from braiding, winding, or other fabricating machines, using power hoists.",Supplemental,remote,0.850411057472229
51-9198.00,12711,Signal coworkers to direct them to move products during the production process.,Supplemental,remote,0.8549422025680542
51-9198.00,12701,Clean and lubricate equipment.,Supplemental,remote,0.8183864951133728
51-9198.00,12712,Prepare raw materials for processing.,Supplemental,remote,0.7326545715332031
51-9198.00,12725,"Perform minor repairs to machines, such as replacing damaged or worn parts.",Supplemental,remote,0.9175106287002563
51-9198.00,12726,"Attach slings, ropes, or cables to objects such as pipes, hoses, or bundles.",Supplemental,remote,0.8804508447647095
51-9198.00,12717,Position spouts or chutes of storage bins so that containers can be filled.,Supplemental,remote,0.8776220083236694
51-9198.00,12719,"Wash work areas, machines, equipment, vehicles, or products.",Supplemental,remote,0.8804035186767578
51-9198.00,12722,Break up defective products for reprocessing.,Supplemental,remote,0.8672049045562744
51-9198.00,12724,Cut or break flashing from materials or products.,Supplemental,remote,0.7807373404502869
53-1041.00,14435,"Determine the quantity and orientation of cargo, and compute an aircraft's center of gravity.",Core,remote,0.8748199343681335
53-1041.00,14434,"Direct ground crews in the loading, unloading, securing, or staging of aircraft cargo or baggage.",Core,non-remote,0.7570206522941589
53-1041.00,20933,Train new employees in areas such as safety procedures or equipment operation.,Core,remote,0.7746436595916748
53-1041.00,14432,Distribute cargo to maximize use of space.,Core,remote,0.874630331993103
53-1041.00,14433,"Calculate load weights for different aircraft compartments, using charts and computers.",Supplemental,remote,0.9379612803459167
53-1041.00,14436,Accompany aircraft as a member of the flight crew to monitor and handle cargo in flight.,Supplemental,non-remote,0.5272180438041687
53-1042.00,20830,Maintain a safe working environment by monitoring safety procedures and equipment.,Core,remote,0.7900769114494324
53-1042.00,8562,Collaborate with workers and managers to solve work-related problems.,Core,remote,0.8527925610542297
53-1042.00,8563,Review work throughout the work process and at completion to ensure that it has been performed properly.,Core,remote,0.8323134183883667
53-1042.00,8566,Inform designated employees or departments of items loaded or problems encountered.,Core,remote,0.8681777715682983
53-1042.00,8573,Inspect equipment for wear and for conformance to specifications.,Core,remote,0.8017421960830688
53-1042.00,8570,"Prepare and maintain work records and reports of information such as employee time and wages, daily receipts, or inspection results.",Core,remote,0.6985428929328918
53-1042.00,8564,Transmit and explain work orders to laborers.,Core,remote,0.9487006068229675
53-1042.00,8561,Plan work schedules and assign duties to maintain adequate staff for effective performance of activities and response to fluctuating workloads.,Core,remote,0.734607458114624
53-1042.00,8582,"Participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",Core,remote,0.5299144983291626
53-1042.00,8579,"Estimate material, time, and staffing requirements for a given project, based on work orders, job specifications, and experience.",Core,remote,0.6838028430938721
53-1042.00,8572,"Counsel employees in work-related activities, personal growth, or career development.",Core,remote,0.8260843753814697
53-1042.00,8576,Assess training needs of staff and arrange for or provide appropriate instruction.,Core,remote,0.8437584638595581
53-1042.00,8571,"Conduct staff meetings to relay general information or to address specific topics, such as safety.",Core,remote,0.7332839965820312
53-1042.00,8565,Check specifications of materials loaded or unloaded against information contained in work orders.,Core,remote,0.8464052081108093
53-1042.00,8569,"Perform the same work duties as those supervised, or perform more difficult or skilled tasks or assist in their performance.",Core,remote,0.8484098315238953
53-1042.00,8574,"Resolve personnel problems, complaints, or formal grievances when possible, or refer them to higher-level supervisors for resolution.",Core,remote,0.7660771608352661
53-1042.00,8575,"Recommend or initiate personnel actions, such as promotions, transfers, or disciplinary measures.",Core,remote,0.7577375173568726
53-1042.00,8568,Evaluate employee performance and prepare performance appraisals.,Core,remote,0.8668146729469299
53-1042.00,8567,Examine freight to determine loading sequences.,Supplemental,remote,0.8789462447166443
53-1042.00,8577,Schedule times of shipment and modes of transportation for materials.,Supplemental,remote,0.8725190758705139
53-1042.00,8583,"Inventory supplies and requisition or purchase additional items, as necessary.",Supplemental,remote,0.8688485026359558
53-1042.00,8578,Quote prices to customers.,Supplemental,remote,0.8621453642845154
53-1042.00,8580,"Provide assistance in balancing books, tracking, monitoring, or projecting a unit's budget needs, and in developing unit policies and procedures.",Supplemental,remote,0.8609205484390259
53-1042.00,8581,Inspect job sites to determine the extent of maintenance or repairs needed.,Supplemental,remote,0.7633471488952637
53-1042.01,17888,Oversee recycling pick-up or drop-off programs to ensure compliance with community ordinances.,Core,remote,0.6826541423797607
53-1042.01,17907,Maintain logs of recycling materials received or shipped to processing companies.,Core,remote,0.761644721031189
53-1042.01,17889,"Supervise recycling technicians, community service workers, or other recycling operations employees or volunteers.",Core,remote,0.8851633667945862
53-1042.01,17910,Review customer requests for service to determine service needs and deploy appropriate resources to provide service.,Core,remote,0.8909110426902771
53-1042.01,17909,"Provide training to recycling technicians or community service workers on topics such as safety, solid waste processing, or general recycling operations.",Core,remote,0.7964922189712524
53-1042.01,17905,Identify or investigate new opportunities for materials to be collected and recycled.,Core,remote,0.7826747298240662
53-1042.01,17890,Assign truck drivers or recycling technicians to routes.,Supplemental,remote,0.8628267049789429
53-1042.01,17893,Create or manage recycling operations budgets.,Supplemental,remote,0.7600268125534058
53-1042.01,17908,"Prepare bills of lading, statements of shipping records, or customer receipts related to recycling or hazardous material services.",Supplemental,remote,0.7983712553977966
53-1042.01,17906,"Inspect physical condition of recycling or hazardous waste facility for compliance with safety, quality, and service standards.",Supplemental,non-remote,0.5485566258430481
53-1042.01,17899,Negotiate contracts with waste management or other firms.,Supplemental,remote,0.7731180191040039
53-1042.01,17892,Coordinate shipments of recycling materials with shipping brokers or processing companies.,Supplemental,remote,0.9221147894859314
53-1042.01,17901,"Operate recycling processing equipment, such as sorters, balers, crushers, and granulators to sort and process materials.",Supplemental,remote,0.6807493567466736
53-1042.01,17900,"Operate fork lifts, skid loaders, or trucks to move or store recyclable materials.",Supplemental,remote,0.8374944925308228
53-1042.01,17904,Schedule movement of recycling materials into and out of storage areas.,Supplemental,remote,0.8849533200263977
53-1042.01,17902,Oversee campaigns to promote recycling or waste reduction programs in communities or private companies.,Supplemental,remote,0.8183972239494324
53-1042.01,17891,Coordinate recycling collection schedules to optimize service and efficiency.,Supplemental,remote,0.8832299113273621
53-1042.01,17895,Develop community or corporate recycling plans and goals to minimize waste and conform to resource constraints.,Supplemental,remote,0.7538397908210754
53-1042.01,17903,Prepare grant applications to fund recycling programs or program enhancements.,Supplemental,remote,0.7519130110740662
53-1042.01,17897,Investigate violations of solid waste or recycling ordinances.,Supplemental,remote,0.6343190670013428
53-1042.01,17896,"Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.",Supplemental,remote,0.7128244042396545
53-1042.01,17898,Make presentations to educate the public on how to recycle or on the environmental advantages of recycling.,Supplemental,remote,0.7594260573387146
53-1042.01,17894,Design community solid and hazardous waste management programs.,Supplemental,remote,0.6928738355636597
53-1043.00,8584,Enforce safety rules and regulations.,Core,remote,0.7128254175186157
53-1043.00,8593,"Interpret transportation or tariff regulations, shipping orders, safety regulations, or company policies and procedures for workers.",Core,remote,0.7841286063194275
53-1043.00,8588,Resolve worker problems or collaborate with employees to assist in problem resolution.,Core,remote,0.909559965133667
53-1043.00,8586,"Confer with customers, supervisors, contractors, or other personnel to exchange information or to resolve problems.",Core,remote,0.9475520253181458
53-1043.00,8585,"Plan work assignments and equipment allocations to meet transportation, operations or production goals.",Core,remote,0.8388626575469971
53-1043.00,8603,"Examine, measure, or weigh cargo or materials to determine specific handling requirements.",Core,remote,0.8655688166618347
53-1043.00,8594,Explain and demonstrate work tasks to new workers or assign training tasks to experienced workers.,Core,remote,0.900387167930603
53-1043.00,8589,"Review orders, production schedules, blueprints, or shipping or receiving notices to determine work sequences and material shipping dates, types, volumes, or destinations.",Core,remote,0.8648996353149414
53-1043.00,8605,Drive vehicles or operate machines or equipment to complete work assignments or to assist workers.,Core,remote,0.8133541345596313
53-1043.00,8599,"Inspect or test materials, stock, vehicles, equipment, or facilities to ensure that they are safe, free of defects, and consistent with specifications.",Core,remote,0.7808659672737122
53-1043.00,8592,"Maintain or verify records of time, materials, expenditures, or crew activities.",Core,remote,0.7507612109184265
53-1043.00,8597,"Requisition needed personnel, supplies, equipment, parts, or repair services.",Core,remote,0.727003276348114
53-1043.00,8591,"Recommend and implement measures to improve worker motivation, equipment performance, work methods, or customer services.",Core,remote,0.7297009825706482
53-1043.00,8595,"Prepare, compile, and submit reports on work activities, operations, production, or work-related accidents.",Core,remote,0.7878367304801941
53-1043.00,8601,Dispatch personnel and vehicles in response to telephone or radio reports of emergencies.,Core,remote,0.6081633567810059
53-1043.00,20455,Monitor field work to ensure proper performance and use of materials.,Core,non-remote,0.5030925273895264
53-1043.00,8596,"Recommend or implement personnel actions, such as employee selection, evaluation, rewards, or disciplinary actions.",Core,remote,0.7320293188095093
53-1043.00,8602,Perform or schedule repairs or preventive maintenance of vehicles or other equipment.,Supplemental,remote,0.9130339026451111
53-1043.00,8600,"Compute or estimate cash, payroll, transportation, personnel, or storage requirements.",Supplemental,remote,0.8741225600242615
53-1043.00,23693,"Assist workers in tasks, such as loading vehicles.",,remote,0.89823317527771
53-1043.00,23694,"Direct workers in transportation or related services, such as pumping, moving, storing, or loading or unloading of materials.",,non-remote,0.664428174495697
53-1043.00,23695,Plan and establish schedules.,,remote,0.7951198220252991
53-1044.00,23696,Analyze and record personnel or operational data and write related activity reports.,,remote,0.8765464425086975
53-1044.00,23697,Apply customer feedback to service improvement efforts.,,remote,0.8156437277793884
53-1044.00,23698,"Compute or estimate cash, payroll, transportation, or personnel requirements.",,remote,0.8858411312103271
53-1044.00,23699,"Confer with customers, supervisors, contractors, or other personnel to exchange information or to resolve problems.",,remote,0.9475520253181458
53-1044.00,23700,"Direct or coordinate the activities of workers, such as flight or car attendants.",,remote,0.9196203351020813
53-1044.00,23701,Enforce safety rules and regulations.,,remote,0.7128254175186157
53-1044.00,23702,Explain and demonstrate work tasks to new workers or assign training tasks to experienced workers.,,remote,0.900387167930603
53-1044.00,23703,Inform workers about interests or special needs of specific groups.,,remote,0.8551507592201233
53-1044.00,23704,"Inspect materials, stock, vehicles, equipment, or facilities to ensure that they are safe, free of defects, and consistent with specifications.",,remote,0.7848091125488281
53-1044.00,23705,Inspect work areas or operating equipment to ensure conformance to established standards in areas such as cleanliness or maintenance.,,remote,0.7120914459228516
53-1044.00,23706,Meet with managers or other supervisors to stay informed of changes affecting operations.,,remote,0.5596885681152344
53-1044.00,23707,Observe and evaluate workers' appearance and performance to ensure quality service and compliance with specifications.,,remote,0.7117684483528137
53-1044.00,23708,Participate in continuing education to stay abreast of industry trends and developments.,,remote,0.7653626203536987
53-1044.00,23709,"Recommend and implement measures to improve worker motivation, work methods, or customer services.",,remote,0.735786497592926
53-1044.00,23710,Recruit and hire staff members.,,remote,0.6877111196517944
53-1044.00,23711,"Requisition necessary supplies, equipment, or services.",,remote,0.807610273361206
53-1044.00,23712,Resolve customer complaints regarding worker performance or services rendered.,,remote,0.8862918615341187
53-1044.00,23713,Take disciplinary action to address performance problems.,,non-remote,0.5515334010124207
53-1044.00,23714,Train workers in proper operational procedures and functions and explain company policies.,,remote,0.6248293519020081
53-2011.00,10562,Use instrumentation to guide flights when visibility is poor.,Core,remote,0.7876451015472412
53-2011.00,10568,"Start engines, operate controls, and pilot airplanes to transport passengers, mail, or freight, adhering to flight plans, regulations, and procedures.",Core,non-remote,0.5789555311203003
53-2011.00,10564,"Work as part of a flight team with other crew members, especially during takeoffs and landings.",Core,non-remote,0.9490299820899963
53-2011.00,10563,Respond to and report in-flight emergencies and malfunctions.,Core,remote,0.6560213565826416
53-2011.00,10569,"Inspect aircraft for defects and malfunctions, according to pre-flight checklists.",Core,remote,0.7949150800704956
53-2011.00,10565,"Contact control towers for takeoff clearances, arrival instructions, and other information, using radio equipment.",Core,remote,0.9793792963027954
53-2011.00,10571,"Monitor engine operation, fuel consumption, and functioning of aircraft systems during flights.",Core,remote,0.8808521628379822
53-2011.00,10567,"Monitor gauges, warning devices, and control panels to verify aircraft performance and to regulate engine speed.",Core,remote,0.8794780373573303
53-2011.00,10566,"Steer aircraft along planned routes, using autopilot and flight management computers.",Core,remote,0.9805936217308044
